card_code,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_sum,segment,gender,date_of_birth,age
2719000064056,33,1,2210.0,2,1,1,211,4,Leaving Customers,Female,1955-12-03,69.0
2719000064162,2,15,115541.44,5,1,3,513,9,Potential Loyalists,Female,1983-02-22,42.0
2719000064186,8,2,16430.03,4,1,1,411,6,Leaving Customers,Male,,
2719000064193,24,5,33435.72,3,1,1,311,5,Leaving Customers,Female,1967-03-22,58.0
2719000064209,4,17,103674.44,5,2,3,523,10,Potential Loyalists,Female,1955-07-22,69.0
2719000064230,2,28,239858.35,5,2,4,524,11,Potential Loyalists,Female,1987-12-04,37.0
2719000064308,9,31,120520.04,4,2,3,423,9,Potential Loyalists,Female,1971-07-27,53.0
2719000064315,1,16,84929.12,5,2,2,522,9,Potential Loyalists,Female,,
2719000064322,55,6,21106.2,2,1,1,211,4,Leaving Customers,Female,,
2719000064360,37,5,13550.0,2,1,1,211,4,Leaving Customers,Male,1948-11-13,76.0
2719000064391,11,16,60192.6,4,2,2,422,8,Potential Loyalists,Female,1950-02-19,75.0
2719000064421,34,1,675.0,2,1,1,211,4,Leaving Customers,Female,1993-12-04,31.0
2719000064483,26,6,27956.620000000003,3,1,1,311,5,Leaving Customers,Female,1958-01-05,67.0
2719000064490,98,2,4350.0,1,1,1,111,3,Leaving Customers,Female,1975-07-12,49.0
2719000064537,29,17,45678.72,3,2,1,321,6,Leaving Customers,Female,1997-06-16,27.0
2719000064544,19,6,6828.8,3,1,1,311,5,Leaving Customers,Female,1956-06-30,68.0
2719000064575,32,4,14863.6,2,1,1,211,4,Leaving Customers,Female,,
2719000064674,17,20,83831.02,3,2,2,322,7,Potential Loyalists,Female,1980-12-23,44.0
2719000064681,4,22,69734.12,5,2,2,522,9,Potential Loyalists,Female,1947-07-23,77.0
2719000064704,135,1,4329.6,1,1,1,111,3,Leaving Customers,Female,1986-11-10,38.0
2719000064773,52,1,7086.52,2,1,1,211,4,Leaving Customers,Female,1976-05-11,48.0
2719000064780,84,5,17791.7,1,1,1,111,3,Leaving Customers,Female,2020-02-05,5.0
2719000064810,7,101,185997.94,4,5,3,453,12,Potential Loyalists,Female,1963-03-14,62.0
2719000064827,6,39,189289.13,4,2,3,423,9,Potential Loyalists,Female,1952-11-26,72.0
2719000064896,2,21,50547.58,5,2,2,522,9,Potential Loyalists,Female,1983-03-16,42.0
2719000064919,4,31,47808.07,5,2,1,521,8,Potential Loyalists,Female,1952-07-17,72.0
2719000064957,101,2,3350.0,1,1,1,111,3,Leaving Customers,Female,1976-07-27,48.0
2719000064971,127,2,1870.0,1,1,1,111,3,Leaving Customers,Male,1981-10-10,43.0
2719000065008,54,2,4276.9,2,1,1,211,4,Leaving Customers,Male,,
2719000065121,54,2,9290.0,2,1,1,211,4,Leaving Customers,Male,,
2719000065145,8,14,28471.0,4,1,1,411,6,Leaving Customers,Male,,
2719000065152,29,11,20820.0,3,1,1,311,5,Leaving Customers,Female,,
2719000065206,19,16,52261.0,3,2,2,322,7,Potential Loyalists,Female,,
2719000065213,141,12,23610.0,1,1,1,111,3,Leaving Customers,Female,,
2719000065220,4,63,126774.0,5,3,3,533,11,Potential Loyalists,Female,,
2719000065237,9,26,117925.0,4,2,3,423,9,Potential Loyalists,Female,,
2719000065275,147,1,1240.0,1,1,1,111,3,Leaving Customers,Male,,
2719000065329,3,4,29200.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000065336,2,22,76075.0,5,2,2,522,9,Potential Loyalists,Female,,
2719000065367,58,1,3950.0,2,1,1,211,4,Leaving Customers,Female,,
2719000065381,56,4,5240.0,2,1,1,211,4,Leaving Customers,Female,,
2719000065435,27,10,41145.0,3,1,1,311,5,Leaving Customers,Female,,
2719000065459,28,2,18070.0,3,1,1,311,5,Leaving Customers,Male,,
2719000065503,208,1,2270.0,1,1,1,111,3,Leaving Customers,Male,,
2719000065510,36,6,28530.0,2,1,1,211,4,Leaving Customers,Female,,
2719000065541,1,30,41710.0,5,2,1,521,8,Potential Loyalists,Female,,
2719000065565,109,8,19001.0,1,1,1,111,3,Leaving Customers,Female,,
2719000065701,6,9,32290.0,4,1,1,411,6,Leaving Customers,Female,,
2719000065725,6,13,39720.0,4,1,1,411,6,Leaving Customers,Female,,
2719000065732,33,6,21395.0,2,1,1,211,4,Leaving Customers,Female,,
2719000065749,8,7,13870.0,4,1,1,411,6,Leaving Customers,Female,,
2719000065824,1,20,48830.0,5,2,1,521,8,Potential Loyalists,Female,,
2719000066012,11,2,12340.0,4,1,1,411,6,Leaving Customers,Female,1950-06-09,74.0
2719000066173,56,1,350.0,2,1,1,211,4,Leaving Customers,Female,1965-03-13,60.0
2719000066180,127,2,3860.0,1,1,1,111,3,Leaving Customers,Female,1973-08-13,51.0
2719000066227,39,3,4818.85,2,1,1,211,4,Leaving Customers,Female,1958-04-22,67.0
2719000066340,42,2,7510.48,2,1,1,211,4,Leaving Customers,Female,1984-11-13,40.0
2719000066395,41,5,25300.0,2,1,1,211,4,Leaving Customers,Female,1960-03-13,65.0
2719000066463,23,2,10376.58,3,1,1,311,5,Leaving Customers,Female,1958-11-13,66.0
2719000066517,3,46,165854.17,5,3,3,533,11,Potential Loyalists,Female,1970-04-26,55.0
2719000066579,100,1,7320.0,1,1,1,111,3,Leaving Customers,Female,1978-08-28,46.0
2719000066586,12,3,6562.9,4,1,1,411,6,Leaving Customers,Female,1980-07-01,44.0
2719000066647,14,17,56378.38,4,2,2,422,8,Potential Loyalists,Female,1984-03-02,41.0
2719000066807,96,2,6780.0,1,1,1,111,3,Leaving Customers,Female,1994-02-12,31.0
2719000066906,3,6,57396.33,5,1,2,512,8,Potential Loyalists,Female,1970-06-26,54.0
2719000067125,25,3,13158.42,3,1,1,311,5,Leaving Customers,Female,1991-11-14,33.0
2719000067170,102,1,4170.0,1,1,1,111,3,Leaving Customers,Female,1985-11-30,39.0
2719000067309,105,2,1931.0,1,1,1,111,3,Leaving Customers,Female,1982-09-06,42.0
2719000067354,18,5,21300.0,3,1,1,311,5,Leaving Customers,,,
2719000067385,12,19,181058.88,4,2,3,423,9,Potential Loyalists,Female,1988-11-07,36.0
2719000067392,193,1,17405.68,1,1,1,111,3,Leaving Customers,Female,1996-01-07,29.0
2719000067491,143,1,1000.0,1,1,1,111,3,Leaving Customers,Female,,
2719000067521,38,2,2439.62,2,1,1,211,4,Leaving Customers,Female,1987-12-18,37.0
2719000067590,19,7,20116.37,3,1,1,311,5,Leaving Customers,Female,1967-06-19,57.0
2719000067712,159,2,44386.56,1,1,1,111,3,Leaving Customers,Female,2020-05-10,4.0
2719000067736,13,11,20700.0,4,1,1,411,6,Leaving Customers,Female,,
2719000067804,8,7,25210.0,4,1,1,411,6,Leaving Customers,Female,1974-05-14,50.0
2719000067811,184,1,1800.0,1,1,1,111,3,Leaving Customers,Female,1956-03-01,69.0
2719000067903,36,7,19192.54,2,1,1,211,4,Leaving Customers,Female,1987-01-22,38.0
2719000067934,123,1,11680.0,1,1,1,111,3,Leaving Customers,Female,1973-01-31,52.0
2719000067958,4,53,171275.08,5,3,3,533,11,Potential Loyalists,Female,1976-10-13,48.0
2719000068023,8,22,59942.44,4,2,2,422,8,Potential Loyalists,Female,,
2719000068061,96,3,11190.0,1,1,1,111,3,Leaving Customers,Female,1998-04-11,27.0
2719000068108,7,5,11142.46,4,1,1,411,6,Leaving Customers,Female,1976-07-22,48.0
2719000068139,20,11,32290.0,3,1,1,311,5,Leaving Customers,Female,1959-07-24,65.0
2719000068207,35,5,20440.129999999997,2,1,1,211,4,Leaving Customers,Female,1963-01-29,62.0
2719000068276,70,9,26981.0,1,1,1,111,3,Leaving Customers,Female,1983-02-07,42.0
2719000068368,11,11,40955.0,4,1,1,411,6,Leaving Customers,Female,1976-09-18,48.0
2719000068399,142,2,20100.0,1,1,1,111,3,Leaving Customers,Female,1973-09-27,51.0
2719000068436,90,3,3525.0,1,1,1,111,3,Leaving Customers,Female,1956-03-13,69.0
2719000068481,36,2,4150.0,2,1,1,211,4,Leaving Customers,Female,1982-08-22,42.0
2719000068498,180,1,5420.0,1,1,1,111,3,Leaving Customers,Female,1963-02-15,62.0
2719000068689,2,46,46606.0,5,3,1,531,9,Potential Loyalists,Female,1980-04-03,45.0
2719000068818,40,6,31004.08,2,1,1,211,4,Leaving Customers,Female,1991-05-14,33.0
2719000068832,110,3,11320.0,1,1,1,111,3,Leaving Customers,Female,1956-10-04,68.0
2719000069020,59,3,11031.7,2,1,1,211,4,Leaving Customers,Female,1962-08-16,62.0
2719000069037,7,17,67928.34,4,2,2,422,8,Potential Loyalists,Female,1973-01-06,52.0
2719000069051,43,5,38850.0,2,1,1,211,4,Leaving Customers,Male,1953-03-17,72.0
2719000069129,82,2,6040.0,1,1,1,111,3,Leaving Customers,Female,1984-09-25,40.0
2719000069297,32,4,7278.5599999999995,2,1,1,211,4,Leaving Customers,Female,,
2719000069365,130,1,821.82,1,1,1,111,3,Leaving Customers,Female,1943-10-07,81.0
2719000069419,84,2,4280.0,1,1,1,111,3,Leaving Customers,Female,1987-12-14,37.0
2719000069433,38,1,5300.0,2,1,1,211,4,Leaving Customers,,,
2719000069440,96,1,9650.0,1,1,1,111,3,Leaving Customers,Female,1967-12-10,57.0
2719000069464,32,9,55916.16,2,1,2,212,5,Leaving Customers,Male,1982-11-07,42.0
2719000069549,22,6,17762.7,3,1,1,311,5,Leaving Customers,Male,1961-11-11,63.0
2719000069648,15,3,6611.9,3,1,1,311,5,Leaving Customers,Male,,
2719000069723,5,6,31220.54,4,1,1,411,6,Leaving Customers,Female,,
2719000069730,14,4,16042.880000000001,4,1,1,411,6,Leaving Customers,Male,1993-01-01,32.0
2719000069761,186,1,9960.0,1,1,1,111,3,Leaving Customers,Female,1986-11-21,38.0
2719000069778,8,1,3250.0,4,1,1,411,6,Leaving Customers,Female,1942-09-18,82.0
2719000069815,4,10,29695.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000069853,81,1,7905.0,1,1,1,111,3,Leaving Customers,Female,1967-05-28,57.0
2719000069938,27,5,8468.16,3,1,1,311,5,Leaving Customers,Female,,
2719000070002,52,2,1180.0,2,1,1,211,4,Leaving Customers,Female,1991-03-31,34.0
2719000070071,6,35,175690.0,4,2,3,423,9,Potential Loyalists,Female,1990-03-27,35.0
2719000070743,12,4,5040.0,4,1,1,411,6,Leaving Customers,Female,1986-12-18,38.0
2719000070774,103,1,9050.0,1,1,1,111,3,Leaving Customers,Female,2002-07-12,22.0
2719000070781,94,1,15185.0,1,1,1,111,3,Leaving Customers,Female,1984-01-19,41.0
2719000071757,53,1,300.0,2,1,1,211,4,Leaving Customers,Female,2010-03-11,15.0
2719000071863,69,1,4590.0,1,1,1,111,3,Leaving Customers,Female,1969-07-01,55.0
2719000072587,190,2,1030.0,1,1,1,111,3,Leaving Customers,Female,1977-11-15,47.0
2719000073010,109,2,15616.3,1,1,1,111,3,Leaving Customers,Female,1976-09-29,48.0
2719000073416,22,13,14240.0,3,1,1,311,5,Leaving Customers,Female,,
2719000073836,150,2,1060.0,1,1,1,111,3,Leaving Customers,Female,1985-08-03,39.0
2719000075366,26,14,47635.0,3,1,1,311,5,Leaving Customers,Female,1994-06-29,30.0
2719000075854,56,1,1350.0,2,1,1,211,4,Leaving Customers,Female,1990-07-11,34.0
2719000076011,53,1,1800.0,2,1,1,211,4,Leaving Customers,,,
2719000076370,126,1,4680.0,1,1,1,111,3,Leaving Customers,Female,,
2719000076813,171,1,8720.0,1,1,1,111,3,Leaving Customers,Female,,
2719000076820,176,1,1000.0,1,1,1,111,3,Leaving Customers,Female,,
2719000076868,185,1,400.0,1,1,1,111,3,Leaving Customers,Female,,
2719000076998,117,1,500.0,1,1,1,111,3,Leaving Customers,,,
2719000077315,31,8,26430.0,2,1,1,211,4,Leaving Customers,Female,1949-07-09,75.0
2719000077391,24,12,44350.0,3,1,1,311,5,Leaving Customers,Female,1973-12-12,51.0
2719000077629,6,14,20460.0,4,1,1,411,6,Leaving Customers,Female,,
2719000077759,148,1,820.0,1,1,1,111,3,Leaving Customers,,,
2719000077841,164,1,2660.0,1,1,1,111,3,Leaving Customers,,,
2719000078114,29,5,5120.0,3,1,1,311,5,Leaving Customers,Female,,
2719000078138,115,1,2380.0,1,1,1,111,3,Leaving Customers,Female,,
2719000078466,24,4,6820.0,3,1,1,311,5,Leaving Customers,,,
2719000079029,13,1,4000.0,4,1,1,411,6,Leaving Customers,Female,,
2719000079104,45,4,76930.0,2,1,2,212,5,Leaving Customers,Female,1985-01-09,40.0
2719000079272,157,1,690.0,1,1,1,111,3,Leaving Customers,Female,1990-03-15,35.0
2719000080049,9,42,74796.36,4,3,2,432,9,Potential Loyalists,Female,,
2719000080087,131,1,4530.0,1,1,1,111,3,Leaving Customers,Female,,
2719000080094,7,32,156427.51,4,2,3,423,9,Potential Loyalists,Female,,
2719000080131,120,2,14824.220000000001,1,1,1,111,3,Leaving Customers,Female,1967-02-27,58.0
2719000080155,126,2,6540.8,1,1,1,111,3,Leaving Customers,Female,1968-11-23,56.0
2719000080179,41,4,22511.0,2,1,1,211,4,Leaving Customers,Female,1986-08-06,38.0
2719000080339,20,13,20833.91,3,1,1,311,5,Leaving Customers,Female,1948-04-01,77.0
2719000080377,32,6,15954.2,2,1,1,211,4,Leaving Customers,Female,1973-02-07,52.0
2719000080391,3,9,37597.78,5,1,1,511,7,Potential Loyalists,Female,1982-12-17,42.0
2719000080438,38,2,10760.0,2,1,1,211,4,Leaving Customers,Female,1977-09-27,47.0
2719000080551,1,51,156481.56,5,3,3,533,11,Potential Loyalists,Female,1984-05-06,40.0
2719000080612,25,8,48072.520000000004,3,1,1,311,5,Leaving Customers,Male,1983-03-10,42.0
2719000080650,24,2,21728.54,3,1,1,311,5,Leaving Customers,Female,1973-09-01,51.0
2719000080742,110,2,28040.0,1,1,1,111,3,Leaving Customers,Female,1959-02-16,66.0
2719000080766,133,1,950.0,1,1,1,111,3,Leaving Customers,Male,1980-08-17,44.0
2719000080865,39,10,14170.0,2,1,1,211,4,Leaving Customers,Female,1964-04-06,61.0
2719000080896,25,1,2095.0,3,1,1,311,5,Leaving Customers,Female,1986-10-18,38.0
2719000080926,11,5,72759.88,4,1,2,412,7,Potential Loyalists,Female,1972-05-30,52.0
2719000080957,156,1,3060.0,1,1,1,111,3,Leaving Customers,Female,1971-09-16,53.0
2719000081008,118,1,23426.6,1,1,1,111,3,Leaving Customers,Male,1986-04-03,39.0
2719000081909,159,1,1000.0,1,1,1,111,3,Leaving Customers,Female,1972-10-17,52.0
2719000082029,197,1,1100.0,1,1,1,111,3,Leaving Customers,Female,1982-02-22,43.0
2719000082067,9,23,45290.84,4,2,1,421,7,Potential Loyalists,Female,1954-11-12,70.0
2719000082142,48,2,3984.4,2,1,1,211,4,Leaving Customers,Female,1988-09-07,36.0
2719000082173,193,2,6861.54,1,1,1,111,3,Leaving Customers,Female,1981-01-03,44.0
2719000082241,19,15,30165.34,3,1,1,311,5,Leaving Customers,Female,1975-02-11,50.0
2719000082272,29,4,22770.0,3,1,1,311,5,Leaving Customers,Female,1985-03-12,40.0
2719000082357,13,55,157183.83000000002,4,3,3,433,10,Potential Loyalists,Female,1993-10-16,31.0
2719000082425,34,3,4940.0,2,1,1,211,4,Leaving Customers,Female,1950-03-20,75.0
2719000082449,43,3,10550.0,2,1,1,211,4,Leaving Customers,Female,1954-07-19,70.0
2719000082562,57,2,6495.0,2,1,1,211,4,Leaving Customers,Female,1972-05-05,52.0
2719000082586,183,3,17305.88,1,1,1,111,3,Leaving Customers,Female,1971-06-10,53.0
2719000082593,12,13,36108.84,4,1,1,411,6,Leaving Customers,Female,1977-02-10,48.0
2719000082654,19,28,39224.37,3,2,1,321,6,Leaving Customers,Female,1951-11-07,73.0
2719000082661,114,2,9300.0,1,1,1,111,3,Leaving Customers,Female,1991-08-28,33.0
2719000082739,57,5,6880.0,2,1,1,211,4,Leaving Customers,Female,2000-10-14,24.0
2719000082869,10,8,50278.270000000004,4,1,2,412,7,Potential Loyalists,Female,1977-10-22,47.0
2719000082883,14,9,21320.0,4,1,1,411,6,Leaving Customers,Female,1951-02-14,74.0
2719000082920,174,1,4700.0,1,1,1,111,3,Leaving Customers,Female,1953-12-10,71.0
2719000082975,58,1,3580.0,2,1,1,211,4,Leaving Customers,Female,1974-02-13,51.0
2719000084047,40,4,4188.3,2,1,1,211,4,Leaving Customers,Female,1960-02-18,65.0
2719000084092,11,23,95584.95,4,2,2,422,8,Potential Loyalists,Female,1988-03-04,37.0
2719000084139,5,23,85801.91,4,2,2,422,8,Potential Loyalists,Female,1946-06-04,78.0
2719000084207,29,2,6430.0,3,1,1,311,5,Leaving Customers,Female,1956-12-16,68.0
2719000084276,162,1,6118.0,1,1,1,111,3,Leaving Customers,Female,1975-01-25,50.0
2719000084313,90,2,5390.0,1,1,1,111,3,Leaving Customers,Female,1990-01-19,35.0
2719000084351,42,1,700.0,2,1,1,211,4,Leaving Customers,Female,1944-11-15,80.0
2719000084467,9,21,179666.53,4,2,3,423,9,Potential Loyalists,Female,1995-10-01,29.0
2719000084498,159,1,8500.0,1,1,1,111,3,Leaving Customers,Female,1989-07-14,35.0
2719000084603,128,1,11590.0,1,1,1,111,3,Leaving Customers,Female,1959-10-23,65.0
2719000084610,5,17,54240.66,4,2,2,422,8,Potential Loyalists,Female,1976-08-03,48.0
2719000084689,42,15,61413.119999999995,2,1,2,212,5,Leaving Customers,Female,1982-09-26,42.0
2719000084702,85,1,4870.0,1,1,1,111,3,Leaving Customers,Male,1991-08-05,33.0
2719000084733,25,1,8150.0,3,1,1,311,5,Leaving Customers,Female,1958-04-01,67.0
2719000084764,141,3,5210.0,1,1,1,111,3,Leaving Customers,Female,1984-08-23,40.0
2719000084788,1,12,18094.48,5,1,1,511,7,Potential Loyalists,Female,1979-04-19,46.0
2719000084832,17,4,21415.0,3,1,1,311,5,Leaving Customers,Male,1976-08-04,48.0
2719000084894,10,2,12980.279999999999,4,1,1,411,6,Leaving Customers,Male,1957-03-20,68.0
2719000084993,107,5,60495.0,1,1,2,112,4,Leaving Customers,Male,,
2719000085020,19,5,2940.0,3,1,1,311,5,Leaving Customers,Female,,
2719000085075,143,2,5130.0,1,1,1,111,3,Leaving Customers,Female,,
2719000085099,119,2,6680.0,1,1,1,111,3,Leaving Customers,Female,,
2719000085105,57,6,9360.0,2,1,1,211,4,Leaving Customers,Female,,
2719000085143,9,1,6240.0,4,1,1,411,6,Leaving Customers,Female,,
2719000085167,37,10,54030.0,2,1,2,212,5,Leaving Customers,Female,,
2719000085211,22,7,20569.0,3,1,1,311,5,Leaving Customers,Female,,
2719000085228,5,3,2110.0,4,1,1,411,6,Leaving Customers,Female,,
2719000085259,17,9,23230.0,3,1,1,311,5,Leaving Customers,Female,,
2719000085280,101,2,14225.0,1,1,1,111,3,Leaving Customers,Female,,
2719000085303,7,11,26960.0,4,1,1,411,6,Leaving Customers,Female,,
2719000085358,8,24,41385.0,4,2,1,421,7,Potential Loyalists,,,
2719000085389,66,7,31900.0,1,1,1,111,3,Leaving Customers,Female,,
2719000085419,112,1,2968.08,1,1,1,111,3,Leaving Customers,Female,,
2719000085433,125,4,10400.0,1,1,1,111,3,Leaving Customers,Male,,
2719000085457,14,4,6905.0,4,1,1,411,6,Leaving Customers,Female,,
2719000085525,48,8,9760.0,2,1,1,211,4,Leaving Customers,Female,,
2719000085556,170,1,300.0,1,1,1,111,3,Leaving Customers,Female,,
2719000085600,110,1,10700.0,1,1,1,111,3,Leaving Customers,Female,,
2719000085617,217,1,2210.0,1,1,1,111,3,Leaving Customers,Female,,
2719000085730,2,6,16870.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000085792,33,26,79460.0,2,2,2,222,6,Leaving Customers,,,
2719000085822,7,61,129745.0,4,3,3,433,10,Potential Loyalists,Female,,
2719000085839,38,14,27740.0,2,1,1,211,4,Leaving Customers,Female,,
2719000085877,2,18,59006.0,5,2,2,522,9,Potential Loyalists,Female,,
2719000085952,128,2,13075.0,1,1,1,111,3,Leaving Customers,Female,,
2719000085969,32,6,24090.0,2,1,1,211,4,Leaving Customers,Female,,
2719000085976,2,1,1200.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000085983,21,9,27970.0,3,1,1,311,5,Leaving Customers,Female,,
2719000086003,41,11,57590.0,2,1,2,212,5,Leaving Customers,Female,,
2719000086775,123,6,19702.32,1,1,1,111,3,Leaving Customers,Female,1989-12-15,35.0
2719000087024,2,33,85790.0,5,2,2,522,9,Potential Loyalists,Female,,
2719000087031,15,9,24220.0,3,1,1,311,5,Leaving Customers,Female,,
2719000087093,46,20,25429.0,2,2,1,221,5,Leaving Customers,Female,,
2719000087178,3,9,14830.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000087215,31,4,8770.0,2,1,1,211,4,Leaving Customers,Female,,
2719000087307,94,5,22080.0,1,1,1,111,3,Leaving Customers,Female,,
2719000087321,18,1,8640.0,3,1,1,311,5,Leaving Customers,Female,,
2719000087338,10,20,9595.0,4,2,1,421,7,Potential Loyalists,Male,,
2719000087345,30,26,50640.0,2,2,2,222,6,Leaving Customers,Female,,
2719000087369,157,2,1430.0,1,1,1,111,3,Leaving Customers,Female,1965-12-07,59.0
2719000087390,97,6,7410.0,1,1,1,111,3,Leaving Customers,Female,1954-11-20,70.0
2719000087406,224,1,650.0,1,1,1,111,3,Leaving Customers,Female,1961-05-29,63.0
2719000087451,1,34,77790.0,5,2,2,522,9,Potential Loyalists,Female,,
2719000087543,23,3,27775.0,3,1,1,311,5,Leaving Customers,Female,,
2719000087567,5,45,97170.0,4,3,2,432,9,Potential Loyalists,Female,,
2719000087581,21,26,43010.0,3,2,1,321,6,Leaving Customers,Female,,
2719000087598,160,3,4820.0,1,1,1,111,3,Leaving Customers,Female,,
2719000087604,217,1,8410.0,1,1,1,111,3,Leaving Customers,Female,,
2719000087611,12,5,13870.0,4,1,1,411,6,Leaving Customers,Female,,
2719000087628,41,1,7615.0,2,1,1,211,4,Leaving Customers,Male,,
2719000087666,2,38,92258.24,5,2,2,522,9,Potential Loyalists,Female,,
2719000087673,14,4,11275.0,4,1,1,411,6,Leaving Customers,Female,,
2719000087727,132,2,4790.0,1,1,1,111,3,Leaving Customers,Female,,
2719000087758,14,32,73240.0,4,2,2,422,8,Potential Loyalists,Female,,
2719000087772,20,14,12180.0,3,1,1,311,5,Leaving Customers,Female,,
2719000087802,11,22,44080.0,4,2,1,421,7,Potential Loyalists,Female,,
2719000087840,43,2,20820.0,2,1,1,211,4,Leaving Customers,Male,,
2719000087857,106,3,16640.0,1,1,1,111,3,Leaving Customers,Female,,
2719000087918,114,2,6710.0,1,1,1,111,3,Leaving Customers,Female,,
2719000087925,59,2,3800.0,2,1,1,211,4,Leaving Customers,Female,,
2719000087963,1,11,12356.0,5,1,1,511,7,Potential Loyalists,Female,1950-08-07,74.0
2719000088793,4,10,45800.9,5,1,1,511,7,Potential Loyalists,Female,1966-01-15,59.0
2719000089110,1,62,172476.66,5,3,3,533,11,Potential Loyalists,Female,,
2719000089189,165,6,29649.34,1,1,1,111,3,Leaving Customers,Female,1964-01-01,61.0
2719000089257,69,1,1500.0,1,1,1,111,3,Leaving Customers,Female,1969-01-12,56.0
2719000089325,88,1,1330.0,1,1,1,111,3,Leaving Customers,Female,1993-06-20,31.0
2719000089332,113,1,4570.0,1,1,1,111,3,Leaving Customers,Female,1995-11-28,29.0
2719000089363,11,1,10790.0,4,1,1,411,6,Leaving Customers,Male,1975-07-27,49.0
2719000089370,100,2,3350.0,1,1,1,111,3,Leaving Customers,Female,1965-07-23,59.0
2719000089400,11,1,12990.0,4,1,1,411,6,Leaving Customers,,,
2719000089417,19,14,20838.8,3,1,1,311,5,Leaving Customers,Female,,
2719000089424,1,128,356280.64,5,5,5,555,15,Champions,Female,,
2719000089448,63,10,38313.1,1,1,1,111,3,Leaving Customers,Female,1969-07-27,55.0
2719000089479,113,2,37425.0,1,1,1,111,3,Leaving Customers,Female,1970-08-02,54.0
2719000089493,121,1,4000.0,1,1,1,111,3,Leaving Customers,Female,1979-01-01,46.0
2719000089516,7,6,24859.66,4,1,1,411,6,Leaving Customers,,,
2719000089554,31,2,10923.82,2,1,1,211,4,Leaving Customers,Female,1990-09-11,34.0
2719000089578,4,10,70143.24,5,1,2,512,8,Potential Loyalists,Female,1985-10-24,39.0
2719000089592,1,10,11287.0,5,1,1,511,7,Potential Loyalists,Female,1960-05-05,64.0
2719000089660,41,3,7310.0,2,1,1,211,4,Leaving Customers,Female,1964-12-11,60.0
2719000089691,134,3,12706.0,1,1,1,111,3,Leaving Customers,Female,1989-07-18,35.0
2719000089738,110,1,3587.24,1,1,1,111,3,Leaving Customers,Male,1967-08-08,57.0
2719000089783,197,1,2130.0,1,1,1,111,3,Leaving Customers,Female,1971-09-02,53.0
2719000089875,57,7,34557.22,2,1,1,211,4,Leaving Customers,Female,1973-01-14,52.0
2719000089981,72,11,27430.0,1,1,1,111,3,Leaving Customers,Female,1975-10-13,49.0
2719000090000,89,4,9715.09,1,1,1,111,3,Leaving Customers,Female,,
2719000090154,136,2,18834.64,1,1,1,111,3,Leaving Customers,Female,1983-12-07,41.0
2719000090185,32,7,5150.0,2,1,1,211,4,Leaving Customers,Female,1976-12-16,48.0
2719000090260,175,1,2330.0,1,1,1,111,3,Leaving Customers,Female,2002-09-01,22.0
2719000090284,95,1,5037.92,1,1,1,111,3,Leaving Customers,Female,1978-10-10,46.0
2719000090314,104,3,3800.0,1,1,1,111,3,Leaving Customers,Male,1973-10-03,51.0
2719000090338,3,28,32700.84,5,2,1,521,8,Potential Loyalists,Female,1967-06-15,57.0
2719000090352,30,2,11160.0,2,1,1,211,4,Leaving Customers,Female,1987-07-25,37.0
2719000090383,73,8,19070.0,1,1,1,111,3,Leaving Customers,Male,1975-10-05,49.0
2719000090406,5,18,67293.4,4,2,2,422,8,Potential Loyalists,Female,1984-11-30,40.0
2719000090413,110,7,41139.0,1,1,1,111,3,Leaving Customers,Female,1988-01-18,37.0
2719000090499,60,2,4629.32,1,1,1,111,3,Leaving Customers,Female,1981-12-30,43.0
2719000090543,76,2,25763.1,1,1,1,111,3,Leaving Customers,Female,1984-04-10,41.0
2719000090611,61,1,5040.0,1,1,1,111,3,Leaving Customers,Female,1986-03-19,39.0
2719000090901,2,19,25253.07,5,2,1,521,8,Potential Loyalists,Female,1963-08-02,61.0
2719000090925,2,98,125064.08,5,4,3,543,12,Potential Loyalists,Female,1993-04-07,32.0
2719000090932,179,1,520.0,1,1,1,111,3,Leaving Customers,Male,,
2719000090956,56,3,2411.0,2,1,1,211,4,Leaving Customers,Female,1974-09-07,50.0
2719000090994,28,12,16131.83,3,1,1,311,5,Leaving Customers,Female,,
2719000091267,42,5,33802.3,2,1,1,211,4,Leaving Customers,Female,,
2719000091458,8,29,101955.9,4,2,3,423,9,Potential Loyalists,Female,1980-06-19,44.0
2719000091700,165,1,3400.0,1,1,1,111,3,Leaving Customers,Female,2000-04-02,25.0
2719000091823,21,15,56034.64,3,1,2,312,6,Leaving Customers,Female,1971-03-18,54.0
2719000091977,25,3,2970.0,3,1,1,311,5,Leaving Customers,Female,,
2719000093117,2,6,10870.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000093155,3,24,33371.0,5,2,1,521,8,Potential Loyalists,Female,,
2719000093230,13,28,164310.13,4,2,3,423,9,Potential Loyalists,Female,1966-01-18,59.0
2719000093247,97,1,1720.0,1,1,1,111,3,Leaving Customers,Female,,
2719000093254,7,2,3166.04,4,1,1,411,6,Leaving Customers,Female,,
2719000093285,2,23,31205.22,5,2,1,521,8,Potential Loyalists,Female,1972-04-05,53.0
